Node,Keyword
64/1478,estimation
166/0562,stochastic
64/1478,stochastic
166/0562,complex
64/1478,complex
166/0562,valued
64/1478,valued
166/0562,neural
64/1478,neural
166/0562,networks
64/1478,networks
166/0562,sampled
64/1478,sampled
166/0562,data
64/1478,data
166/0562,Robust
156/0149,Robust
166/0562,state
156/0149,state
166/0562,estimation
156/0149,estimation
166/0562,stochastic
156/0149,stochastic
166/0562,complex
156/0149,complex
166/0562,valued
156/0149,valued
166/0562,neural
156/0149,neural
166/0562,networks
156/0149,networks
166/0562,sampled
156/0149,sampled
166/0562,data
156/0149,data
27/1193,Robust
131/1246,Robust
27/1193,state
131/1246,state
27/1193,estimation
131/1246,estimation
27/1193,stochastic
131/1246,stochastic
27/1193,complex
131/1246,complex
27/1193,valued
131/1246,valued
27/1193,neural
131/1246,neural
27/1193,networks
131/1246,networks
27/1193,sampled
131/1246,sampled
27/1193,data
131/1246,data
27/1193,Robust
64/1478,Robust
27/1193,state
64/1478,state
27/1193,estimation
64/1478,estimation
27/1193,stochastic
64/1478,stochastic
27/1193,complex
64/1478,complex
27/1193,valued
64/1478,valued
27/1193,neural
64/1478,neural
27/1193,networks
64/1478,networks
27/1193,sampled
64/1478,sampled
27/1193,data
64/1478,data
27/1193,Robust
156/0149,Robust
27/1193,state
156/0149,state
27/1193,estimation
156/0149,estimation
27/1193,stochastic
156/0149,stochastic
27/1193,complex
156/0149,complex
27/1193,valued
156/0149,valued
27/1193,neural
156/0149,neural
27/1193,networks
156/0149,networks
27/1193,sampled
156/0149,sampled
27/1193,data
156/0149,data
131/1246,Robust
64/1478,Robust
131/1246,state
64/1478,state
131/1246,estimation
64/1478,estimation
131/1246,stochastic
64/1478,stochastic
131/1246,complex
64/1478,complex
131/1246,valued
64/1478,valued
131/1246,neural
64/1478,neural
131/1246,networks
64/1478,networks
131/1246,sampled
64/1478,sampled
131/1246,data
64/1478,data
131/1246,Robust
156/0149,Robust
131/1246,state
156/0149,state
131/1246,estimation
156/0149,estimation
131/1246,stochastic
156/0149,stochastic
131/1246,complex
156/0149,complex
131/1246,valued
156/0149,valued
131/1246,neural
156/0149,neural
131/1246,networks
156/0149,networks
131/1246,sampled
156/0149,sampled
131/1246,data
156/0149,data
64/1478,Robust
156/0149,Robust
64/1478,state
156/0149,state
64/1478,estimation
156/0149,estimation
64/1478,stochastic
156/0149,stochastic
64/1478,complex
156/0149,complex
64/1478,valued
156/0149,valued
64/1478,neural
156/0149,neural
64/1478,networks
156/0149,networks
64/1478,sampled
156/0149,sampled
64/1478,data
156/0149,data
126/9082,Projective
10/4495,Projective
126/9082,synchronization
10/4495,synchronization
126/9082,fractional
10/4495,fractional
126/9082,order
10/4495,order
126/9082,memristor
10/4495,memristor
126/9082,based
10/4495,based
126/9082,neural
10/4495,neural
126/9082,networks
10/4495,networks
126/9082,time
10/4495,time
126/9082,delays
10/4495,delays
126/9082,Projective
62/2712,Projective
126/9082,synchronization
62/2712,synchronization
126/9082,fractional
62/2712,fractional
126/9082,order
62/2712,order
126/9082,memristor
62/2712,memristor
126/9082,based
62/2712,based
126/9082,neural
62/2712,neural
126/9082,networks
62/2712,networks
126/9082,time
62/2712,time
126/9082,delays
62/2712,delays
10/4495,Projective
62/2712,Projective
10/4495,synchronization
62/2712,synchronization
10/4495,fractional
62/2712,fractional
10/4495,order
62/2712,order
10/4495,memristor
62/2712,memristor
10/4495,based
62/2712,based
10/4495,neural
62/2712,neural
10/4495,networks
62/2712,networks
10/4495,time
62/2712,time
10/4495,delays
62/2712,delays
195/2197,Construction
39/449,Construction
195/2197,prediction
39/449,prediction
195/2197,model
39/449,model
195/2197,neural
39/449,neural
195/2197,network
39/449,network
195/2197,railway
39/449,railway
195/2197,bulk
39/449,bulk
195/2197,cargo
39/449,cargo
195/2197,floating
39/449,floating
195/2197,price
39/449,price
195/2197,based
39/449,based
195/2197,random
39/449,random
195/2197,forest
39/449,forest
195/2197,regression
39/449,regression
195/2197,algorithm
39/449,algorithm
195/2197,Construction
169/1520,Construction
195/2197,prediction
169/1520,prediction
195/2197,model
169/1520,model
195/2197,neural
169/1520,neural
195/2197,network
169/1520,network
195/2197,railway
169/1520,railway
195/2197,bulk
169/1520,bulk
195/2197,cargo
169/1520,cargo
195/2197,floating
169/1520,floating
195/2197,price
169/1520,price
195/2197,based
169/1520,based
195/2197,random
169/1520,random
195/2197,forest
169/1520,forest
195/2197,regression
169/1520,regression
195/2197,algorithm
169/1520,algorithm
195/2197,Construction
32/9492,Construction
195/2197,prediction
32/9492,prediction
195/2197,model
32/9492,model
195/2197,neural
32/9492,neural
195/2197,network
32/9492,network
195/2197,railway
32/9492,railway
195/2197,bulk
32/9492,bulk
195/2197,cargo
32/9492,cargo
195/2197,floating
32/9492,floating
195/2197,price
32/9492,price
195/2197,based
32/9492,based
195/2197,random
32/9492,random
195/2197,forest
32/9492,forest
195/2197,regression
32/9492,regression
195/2197,algorithm
32/9492,algorithm
39/449,Construction
169/1520,Construction
39/449,prediction
169/1520,prediction
39/449,model
169/1520,model
39/449,neural
169/1520,neural
39/449,network
169/1520,network
39/449,railway
169/1520,railway
39/449,bulk
169/1520,bulk
39/449,cargo
169/1520,cargo
39/449,floating
169/1520,floating
39/449,price
169/1520,price
39/449,based
169/1520,based
39/449,random
169/1520,random
39/449,forest
169/1520,forest
39/449,regression
169/1520,regression
39/449,algorithm
169/1520,algorithm
39/449,Construction
32/9492,Construction
39/449,prediction
32/9492,prediction
39/449,model
32/9492,model
39/449,neural
32/9492,neural
39/449,network
32/9492,network
39/449,railway
32/9492,railway
39/449,bulk
32/9492,bulk
39/449,cargo
32/9492,cargo
39/449,floating
32/9492,floating
39/449,price
32/9492,price
39/449,based
32/9492,based
39/449,random
32/9492,random
39/449,forest
32/9492,forest
39/449,regression
32/9492,regression
39/449,algorithm
32/9492,algorithm
169/1520,Construction
32/9492,Construction
169/1520,prediction
32/9492,prediction
169/1520,model
32/9492,model
169/1520,neural
32/9492,neural
169/1520,network
32/9492,network
169/1520,railway
32/9492,railway
169/1520,bulk
32/9492,bulk
169/1520,cargo
32/9492,cargo
169/1520,floating
32/9492,floating
169/1520,price
32/9492,price
169/1520,based
32/9492,based
169/1520,random
32/9492,random
169/1520,forest
32/9492,forest
169/1520,regression
32/9492,regression
169/1520,algorithm
32/9492,algorithm
05/9608,Artificial
164/9239,Artificial
05/9608,neural
164/9239,neural
05/9608,network
164/9239,network
05/9608,approaches
164/9239,approaches
05/9608,modeling
164/9239,modeling
05/9608,absorption
164/9239,absorption
05/9608,spectrum
164/9239,spectrum
05/9608,nanowire
164/9239,nanowire
05/9608,solar
164/9239,solar
05/9608,cells
164/9239,cells
05/9608,Artificial
203/0390,Artificial
05/9608,neural
203/0390,neural
05/9608,network
203/0390,network
05/9608,approaches
203/0390,approaches
05/9608,modeling
203/0390,modeling
05/9608,absorption
203/0390,absorption
05/9608,spectrum
203/0390,spectrum
05/9608,nanowire
203/0390,nanowire
05/9608,solar
203/0390,solar
05/9608,cells
203/0390,cells
164/9239,Artificial
203/0390,Artificial
164/9239,neural
203/0390,neural
164/9239,network
203/0390,network
164/9239,approaches
203/0390,approaches
164/9239,modeling
203/0390,modeling
164/9239,absorption
203/0390,absorption
164/9239,spectrum
203/0390,spectrum
164/9239,nanowire
203/0390,nanowire
164/9239,solar
203/0390,solar
164/9239,cells
203/0390,cells
24/3154,Forecasting
246/2696,Forecasting
24/3154,Turkey
246/2696,Turkey
24/3154,monthly
246/2696,monthly
24/3154,electricity
246/2696,electricity
24/3154,demand
246/2696,demand
24/3154,seasonal
246/2696,seasonal
24/3154,artificial
246/2696,artificial
24/3154,neural
246/2696,neural
24/3154,network
246/2696,network
24/3154,Forecasting
246/2770,Forecasting
24/3154,Turkey
246/2770,Turkey
24/3154,monthly
246/2770,monthly
24/3154,electricity
246/2770,electricity
24/3154,demand
246/2770,demand
24/3154,seasonal
246/2770,seasonal
24/3154,artificial
246/2770,artificial
24/3154,neural
246/2770,neural
24/3154,network
246/2770,network
246/2696,Forecasting
246/2770,Forecasting
246/2696,Turkey
246/2770,Turkey
246/2696,monthly
246/2770,monthly
246/2696,electricity
246/2770,electricity
246/2696,demand
246/2770,demand
246/2696,seasonal
246/2770,seasonal
246/2696,artificial
246/2770,artificial
246/2696,neural
246/2770,neural
246/2696,network
246/2770,network
95/7278,Positive
251/8572,Positive
95/7278,solutions
251/8572,solutions
95/7278,exponential
251/8572,exponential
95/7278,stability
251/8572,stability
95/7278,positive
251/8572,positive
95/7278,equilibrium
251/8572,equilibrium
95/7278,inertial
251/8572,inertial
95/7278,neural
251/8572,neural
95/7278,networks
251/8572,networks
95/7278,multiple
251/8572,multiple
95/7278,time
251/8572,time
95/7278,varying
251/8572,varying
95/7278,delays
251/8572,delays
58/2572,Perturbation
205/4695,Perturbation
58/2572,wavelet
205/4695,wavelet
58/2572,neural
205/4695,neural
58/2572,sliding
205/4695,sliding
58/2572,mode
205/4695,mode
58/2572,position
205/4695,position
58/2572,control
205/4695,control
58/2572,voice
205/4695,voice
58/2572,coil
205/4695,coil
58/2572,motor
205/4695,motor
58/2572,driver
205/4695,driver
250/3912,prediction
00/2166,prediction
250/3912,model
00/2166,model
250/3912,worsted
00/2166,worsted
250/3912,yarn
00/2166,yarn
250/3912,quality
00/2166,quality
250/3912,based
00/2166,based
250/3912,GRNN
00/2166,GRNN
250/3912,neural
00/2166,neural
250/3912,network
00/2166,network
250/3912,prediction
125/8189,prediction
250/3912,model
125/8189,model
250/3912,worsted
125/8189,worsted
250/3912,yarn
125/8189,yarn
250/3912,quality
125/8189,quality
250/3912,based
125/8189,based
250/3912,GRNN
125/8189,GRNN
250/3912,neural
125/8189,neural
250/3912,network
125/8189,network
00/2166,prediction
125/8189,prediction
00/2166,model
125/8189,model
00/2166,worsted
125/8189,worsted
00/2166,yarn
125/8189,yarn
00/2166,quality
125/8189,quality
00/2166,based
125/8189,based
00/2166,GRNN
125/8189,GRNN
00/2166,neural
125/8189,neural
00/2166,network
125/8189,network
75/10035,neural
16/2930,neural
75/10035,dynamic
16/2930,dynamic
75/10035,system
16/2930,system
75/10035,solving
16/2930,solving
75/10035,convex
16/2930,convex
75/10035,nonlinear
16/2930,nonlinear
75/10035,optimization
16/2930,optimization
75/10035,problems
16/2930,problems
75/10035,hybrid
16/2930,hybrid
75/10035,constraints
16/2930,constraints
41/5697,TRec
203/2773,TRec
41/5697,efficient
203/2773,efficient
41/5697,recommendation
203/2773,recommendation
41/5697,system
203/2773,system
41/5697,hunting
203/2773,hunting
41/5697,passengers
203/2773,passengers
41/5697,deep
203/2773,deep
41/5697,neural
203/2773,neural
41/5697,networks
203/2773,networks
41/5697,TRec
97/3466,TRec
41/5697,efficient
97/3466,efficient
41/5697,recommendation
97/3466,recommendation
41/5697,system
97/3466,system
41/5697,hunting
97/3466,hunting
41/5697,passengers
97/3466,passengers
41/5697,deep
97/3466,deep
41/5697,neural
97/3466,neural
41/5697,networks
97/3466,networks
41/5697,TRec
68/4942-10,TRec
41/5697,efficient
68/4942-10,efficient
41/5697,recommendation
68/4942-10,recommendation
41/5697,system
68/4942-10,system
41/5697,hunting
68/4942-10,hunting
41/5697,passengers
68/4942-10,passengers
41/5697,deep
68/4942-10,deep
41/5697,neural
68/4942-10,neural
41/5697,networks
68/4942-10,networks
203/2773,TRec
97/3466,TRec
203/2773,efficient
97/3466,efficient
203/2773,recommendation
97/3466,recommendation
203/2773,system
97/3466,system
203/2773,hunting
97/3466,hunting
203/2773,passengers
97/3466,passengers
203/2773,deep
97/3466,deep
203/2773,neural
97/3466,neural
203/2773,networks
97/3466,networks
203/2773,TRec
68/4942-10,TRec
203/2773,efficient
68/4942-10,efficient
203/2773,recommendation
68/4942-10,recommendation
203/2773,system
68/4942-10,system
203/2773,hunting
68/4942-10,hunting
203/2773,passengers
68/4942-10,passengers
203/2773,deep
68/4942-10,deep
203/2773,neural
68/4942-10,neural
203/2773,networks
68/4942-10,networks
97/3466,TRec
68/4942-10,TRec
97/3466,efficient
68/4942-10,efficient
97/3466,recommendation
68/4942-10,recommendation
97/3466,system
68/4942-10,system
97/3466,hunting
68/4942-10,hunting
97/3466,passengers
68/4942-10,passengers
97/3466,deep
68/4942-10,deep
97/3466,neural
68/4942-10,neural
97/3466,networks
68/4942-10,networks
146/2185,Adaptive
08/3802,Adaptive
146/2185,memetic
08/3802,memetic
146/2185,method
08/3802,method
146/2185,multi
08/3802,multi
146/2185,objective
08/3802,objective
146/2185,genetic
08/3802,genetic
146/2185,evolutionary
08/3802,evolutionary
146/2185,algorithm
08/3802,algorithm
146/2185,backpropagation
08/3802,backpropagation
146/2185,neural
08/3802,neural
146/2185,network
08/3802,network
146/2185,Adaptive
a/AAbraham,Adaptive
146/2185,memetic
a/AAbraham,memetic
146/2185,method
a/AAbraham,method
146/2185,multi
a/AAbraham,multi
146/2185,objective
a/AAbraham,objective
146/2185,genetic
a/AAbraham,genetic
146/2185,evolutionary
a/AAbraham,evolutionary
146/2185,algorithm
a/AAbraham,algorithm
146/2185,backpropagation
a/AAbraham,backpropagation
146/2185,neural
a/AAbraham,neural
146/2185,network
a/AAbraham,network
146/2185,Adaptive
78/4738,Adaptive
146/2185,memetic
78/4738,memetic
146/2185,method
78/4738,method
146/2185,multi
78/4738,multi
146/2185,objective
78/4738,objective
146/2185,genetic
78/4738,genetic
146/2185,evolutionary
78/4738,evolutionary
146/2185,algorithm
78/4738,algorithm
146/2185,backpropagation
78/4738,backpropagation
146/2185,neural
78/4738,neural
146/2185,network
78/4738,network
08/3802,Adaptive
a/AAbraham,Adaptive
08/3802,memetic
a/AAbraham,memetic
08/3802,method
a/AAbraham,method
08/3802,multi
a/AAbraham,multi
08/3802,objective
a/AAbraham,objective
08/3802,genetic
a/AAbraham,genetic
08/3802,evolutionary
a/AAbraham,evolutionary
08/3802,algorithm
a/AAbraham,algorithm
08/3802,backpropagation
a/AAbraham,backpropagation
08/3802,neural
a/AAbraham,neural
08/3802,network
a/AAbraham,network
08/3802,Adaptive
78/4738,Adaptive
08/3802,memetic
78/4738,memetic
08/3802,method
78/4738,method
08/3802,multi
78/4738,multi
08/3802,objective
78/4738,objective
08/3802,genetic
78/4738,genetic
08/3802,evolutionary
78/4738,evolutionary
08/3802,algorithm
78/4738,algorithm
08/3802,backpropagation
78/4738,backpropagation
08/3802,neural
78/4738,neural
08/3802,network
78/4738,network
a/AAbraham,Adaptive
78/4738,Adaptive
a/AAbraham,memetic
78/4738,memetic
a/AAbraham,method
78/4738,method
a/AAbraham,multi
78/4738,multi
a/AAbraham,objective
78/4738,objective
a/AAbraham,genetic
78/4738,genetic
a/AAbraham,evolutionary
78/4738,evolutionary
a/AAbraham,algorithm
78/4738,algorithm
a/AAbraham,backpropagation
78/4738,backpropagation
a/AAbraham,neural
78/4738,neural
a/AAbraham,network
78/4738,network
250/4096,Process
250/4062,Process
250/4096,modeling
250/4062,modeling
250/4096,optimization
250/4062,optimization
250/4096,sorrel
250/4062,sorrel
250/4096,biodiesel
250/4062,biodiesel
250/4096,synthesis
250/4062,synthesis
250/4096,using
250/4062,using
250/4096,barium
250/4062,barium
250/4096,hydroxide
250/4062,hydroxide
250/4096,base
250/4062,base
250/4096,heterogeneous
250/4062,heterogeneous
250/4096,catalyst
250/4062,catalyst
250/4096,appraisal
250/4062,appraisal
250/4096,response
250/4062,response
250/4096,surface
250/4062,surface
250/4096,methodology
250/4062,methodology
250/4096,neural
250/4062,neural
250/4096,network
250/4062,network
250/4096,neuro
250/4062,neuro
250/4096,fuzzy
250/4062,fuzzy
250/4096,system
250/4062,system
250/4096,Process
31/11373,Process
250/4096,modeling
31/11373,modeling
250/4096,optimization
31/11373,optimization
250/4096,sorrel
31/11373,sorrel
250/4096,biodiesel
31/11373,biodiesel
250/4096,synthesis
31/11373,synthesis
250/4096,using
31/11373,using
250/4096,barium
31/11373,barium
250/4096,hydroxide
31/11373,hydroxide
250/4096,base
31/11373,base
250/4096,heterogeneous
31/11373,heterogeneous
250/4096,catalyst
31/11373,catalyst
250/4096,appraisal
31/11373,appraisal
250/4096,response
31/11373,response
250/4096,surface
31/11373,surface
250/4096,methodology
31/11373,methodology
250/4096,neural
31/11373,neural
250/4096,network
31/11373,network
250/4096,neuro
31/11373,neuro
250/4096,fuzzy
31/11373,fuzzy
250/4096,system
31/11373,system
250/4096,Process
250/4058,Process
250/4096,modeling
250/4058,modeling
250/4096,optimization
250/4058,optimization
250/4096,sorrel
250/4058,sorrel
250/4096,biodiesel
250/4058,biodiesel
250/4096,synthesis
250/4058,synthesis
250/4096,using
250/4058,using
250/4096,barium
250/4058,barium
250/4096,hydroxide
250/4058,hydroxide
250/4096,base
250/4058,base
250/4096,heterogeneous
250/4058,heterogeneous
250/4096,catalyst
250/4058,catalyst
250/4096,appraisal
250/4058,appraisal
250/4096,response
250/4058,response
250/4096,surface
250/4058,surface
250/4096,methodology
250/4058,methodology
250/4096,neural
250/4058,neural
250/4096,network
250/4058,network
250/4096,neuro
250/4058,neuro
250/4096,fuzzy
250/4058,fuzzy
250/4096,system
250/4058,system
250/4062,Process
31/11373,Process
250/4062,modeling
31/11373,modeling
250/4062,optimization
31/11373,optimization
250/4062,sorrel
31/11373,sorrel
250/4062,biodiesel
31/11373,biodiesel
250/4062,synthesis
31/11373,synthesis
250/4062,using
31/11373,using
250/4062,barium
31/11373,barium
250/4062,hydroxide
31/11373,hydroxide
250/4062,base
31/11373,base
250/4062,heterogeneous
31/11373,heterogeneous
250/4062,catalyst
31/11373,catalyst
250/4062,appraisal
31/11373,appraisal
250/4062,response
31/11373,response
250/4062,surface
31/11373,surface
250/4062,methodology
31/11373,methodology
250/4062,neural
31/11373,neural
250/4062,network
31/11373,network
250/4062,neuro
31/11373,neuro
250/4062,fuzzy
31/11373,fuzzy
250/4062,system
31/11373,system
250/4062,Process
250/4058,Process
250/4062,modeling
250/4058,modeling
250/4062,optimization
250/4058,optimization
250/4062,sorrel
250/4058,sorrel
250/4062,biodiesel
250/4058,biodiesel
250/4062,synthesis
250/4058,synthesis
250/4062,using
250/4058,using
250/4062,barium
250/4058,barium
250/4062,hydroxide
250/4058,hydroxide
250/4062,base
250/4058,base
250/4062,heterogeneous
250/4058,heterogeneous
250/4062,catalyst
250/4058,catalyst
250/4062,appraisal
250/4058,appraisal
250/4062,response
250/4058,response
250/4062,surface
250/4058,surface
250/4062,methodology
250/4058,methodology
250/4062,neural
250/4058,neural
250/4062,network
250/4058,network
250/4062,neuro
250/4058,neuro
250/4062,fuzzy
250/4058,fuzzy
250/4062,system
250/4058,system
31/11373,Process
250/4058,Process
31/11373,modeling
250/4058,modeling
31/11373,optimization
250/4058,optimization
31/11373,sorrel
250/4058,sorrel
31/11373,biodiesel
250/4058,biodiesel
31/11373,synthesis
250/4058,synthesis
31/11373,using
250/4058,using
31/11373,barium
250/4058,barium
31/11373,hydroxide
250/4058,hydroxide
31/11373,base
250/4058,base
31/11373,heterogeneous
250/4058,heterogeneous
31/11373,catalyst
250/4058,catalyst
31/11373,appraisal
250/4058,appraisal
31/11373,response
250/4058,response
31/11373,surface
250/4058,surface
31/11373,methodology
250/4058,methodology
31/11373,neural
250/4058,neural
31/11373,network
250/4058,network
31/11373,neuro
250/4058,neuro
31/11373,fuzzy
250/4058,fuzzy
31/11373,system
250/4058,system
219/0636,Open
49/3283,Open
219/0636,circuit
49/3283,circuit
219/0636,fault
49/3283,fault
219/0636,detection
49/3283,detection
219/0636,three
49/3283,three
219/0636,phase
49/3283,phase
219/0636,inverter
49/3283,inverter
219/0636,based
49/3283,based
219/0636,backpropagation
49/3283,backpropagation
219/0636,neural
49/3283,neural
219/0636,network
49/3283,network
45/5259,novel
95/8014,novel
45/5259,optimized
95/8014,optimized
45/5259,Elman
95/8014,Elman
45/5259,neural
95/8014,neural
45/5259,network
95/8014,network
45/5259,algorithm
95/8014,algorithm
45/5259,novel
44/3875,novel
45/5259,optimized
44/3875,optimized
45/5259,Elman
44/3875,Elman
45/5259,neural
44/3875,neural
45/5259,network
44/3875,network
45/5259,algorithm
44/3875,algorithm
45/5259,novel
150/1756,novel
45/5259,optimized
150/1756,optimized
45/5259,Elman
150/1756,Elman
45/5259,neural
150/1756,neural
45/5259,network
150/1756,network
45/5259,algorithm
150/1756,algorithm
95/8014,novel
44/3875,novel
95/8014,optimized
44/3875,optimized
95/8014,Elman
44/3875,Elman
95/8014,neural
44/3875,neural
95/8014,network
44/3875,network
95/8014,algorithm
44/3875,algorithm
95/8014,novel
150/1756,novel
95/8014,optimized
150/1756,optimized
95/8014,Elman
150/1756,Elman
95/8014,neural
150/1756,neural
95/8014,network
150/1756,network
95/8014,algorithm
150/1756,algorithm
44/3875,novel
150/1756,novel
44/3875,optimized
150/1756,optimized
44/3875,Elman
150/1756,Elman
44/3875,neural
150/1756,neural
44/3875,network
150/1756,network
44/3875,algorithm
150/1756,algorithm
84/8575,Predicting
15/7294,Predicting
84/8575,power
15/7294,power
84/8575,production
15/7294,production
84/8575,photovoltaic
15/7294,photovoltaic
84/8575,panel
15/7294,panel
84/8575,through
15/7294,through
84/8575,artificial
15/7294,artificial
84/8575,neural
15/7294,neural
84/8575,networks
15/7294,networks
84/8575,using
15/7294,using
84/8575,atmospheric
15/7294,atmospheric
84/8575,indicators
15/7294,indicators
239/0013,Exploring
209/8217,Exploring
239/0013,major
209/8217,major
239/0013,factors
209/8217,factors
239/0013,affecting
209/8217,affecting
239/0013,concrete
209/8217,concrete
239/0013,carbonation
209/8217,carbonation
239/0013,using
209/8217,using
239/0013,artificial
209/8217,artificial
239/0013,neural
209/8217,neural
239/0013,network
209/8217,network
239/0013,Exploring
209/7962,Exploring
239/0013,major
209/7962,major
239/0013,factors
209/7962,factors
239/0013,affecting
209/7962,affecting
239/0013,concrete
209/7962,concrete
239/0013,carbonation
209/7962,carbonation
239/0013,using
209/7962,using
239/0013,artificial
209/7962,artificial
239/0013,neural
209/7962,neural
239/0013,network
209/7962,network
239/0013,Exploring
209/7433,Exploring
239/0013,major
209/7433,major
239/0013,factors
209/7433,factors
239/0013,affecting
209/7433,affecting
239/0013,concrete
209/7433,concrete
239/0013,carbonation
209/7433,carbonation
239/0013,using
209/7433,using
239/0013,artificial
209/7433,artificial
239/0013,neural
209/7433,neural
239/0013,network
209/7433,network
209/8217,Exploring
209/7962,Exploring
209/8217,major
209/7962,major
209/8217,factors
209/7962,factors
209/8217,affecting
209/7962,affecting
209/8217,concrete
209/7962,concrete
209/8217,carbonation
209/7962,carbonation
209/8217,using
209/7962,using
209/8217,artificial
209/7962,artificial
209/8217,neural
209/7962,neural
209/8217,network
209/7962,network
209/8217,Exploring
209/7433,Exploring
209/8217,major
209/7433,major
209/8217,factors
209/7433,factors
209/8217,affecting
209/7433,affecting
209/8217,concrete
209/7433,concrete
209/8217,carbonation
209/7433,carbonation
209/8217,using
209/7433,using
209/8217,artificial
209/7433,artificial
209/8217,neural
209/7433,neural
209/8217,network
209/7433,network
209/7962,Exploring
209/7433,Exploring
209/7962,major
209/7433,major
209/7962,factors
209/7433,factors
209/7962,affecting
209/7433,affecting
209/7962,concrete
209/7433,concrete
209/7962,carbonation
209/7433,carbonation
209/7962,using
209/7433,using
209/7962,artificial
209/7433,artificial
209/7962,neural
209/7433,neural
209/7962,network
209/7433,network
93/10471,Neural
89/7682,Neural
93/10471,network
89/7682,network
93/10471,modeling
89/7682,modeling
93/10471,monthly
89/7682,monthly
93/10471,salinity
89/7682,salinity
93/10471,variations
89/7682,variations
93/10471,oyster
89/7682,oyster
93/10471,reef
89/7682,reef
93/10471,Apalachicola
89/7682,Apalachicola
93/10471,response
89/7682,response
93/10471,freshwater
89/7682,freshwater
93/10471,inflow
89/7682,inflow
93/10471,winds
89/7682,winds
93/10471,Neural
251/8452,Neural
93/10471,network
251/8452,network
93/10471,modeling
251/8452,modeling
93/10471,monthly
251/8452,monthly
93/10471,salinity
251/8452,salinity
93/10471,variations
251/8452,variations
93/10471,oyster
251/8452,oyster
93/10471,reef
251/8452,reef
93/10471,Apalachicola
251/8452,Apalachicola
93/10471,response
251/8452,response
93/10471,freshwater
251/8452,freshwater
93/10471,inflow
251/8452,inflow
93/10471,winds
251/8452,winds
89/7682,Neural
251/8452,Neural
89/7682,network
251/8452,network
89/7682,modeling
251/8452,modeling
89/7682,monthly
251/8452,monthly
89/7682,salinity
251/8452,salinity
89/7682,variations
251/8452,variations
89/7682,oyster
251/8452,oyster
89/7682,reef
251/8452,reef
89/7682,Apalachicola
251/8452,Apalachicola
89/7682,response
251/8452,response
89/7682,freshwater
251/8452,freshwater
89/7682,inflow
251/8452,inflow
89/7682,winds
251/8452,winds
51/1891,generalized
51/1891,reinforcement
51/1891,learning
51/1891,scheme
51/1891,random
51/1891,neural
51/1891,networks
156/9374,Constructive
156/9374,function
156/9374,approximation
156/9374,neural
156/9374,networks
156/9374,optimized
156/9374,activation
156/9374,functions
156/9374,fixed
156/9374,weights
153/2952,passivity
27/6974,passivity
153/2952,robust
27/6974,robust
153/2952,passivity
27/6974,passivity
153/2952,discrete
27/6974,discrete
153/2952,time
27/6974,time
153/2952,stochastic
27/6974,stochastic
153/2952,neural
27/6974,neural
153/2952,networks
27/6974,networks
153/2952,randomly
27/6974,randomly
153/2952,occurring
27/6974,occurring
153/2952,mixed
27/6974,mixed
153/2952,time
27/6974,time
153/2952,delays
27/6974,delays
153/2952,passivity
97/5229,passivity
153/2952,robust
97/5229,robust
153/2952,passivity
97/5229,passivity
153/2952,discrete
97/5229,discrete
153/2952,time
97/5229,time
153/2952,stochastic
97/5229,stochastic
153/2952,neural
97/5229,neural
153/2952,networks
97/5229,networks
153/2952,randomly
97/5229,randomly
153/2952,occurring
97/5229,occurring
153/2952,mixed
97/5229,mixed
153/2952,time
97/5229,time
153/2952,delays
97/5229,delays
153/2952,passivity
155/3587,passivity
153/2952,robust
155/3587,robust
153/2952,passivity
155/3587,passivity
153/2952,discrete
155/3587,discrete
153/2952,time
155/3587,time
153/2952,stochastic
155/3587,stochastic
153/2952,neural
155/3587,neural
153/2952,networks
155/3587,networks
153/2952,randomly
155/3587,randomly
153/2952,occurring
155/3587,occurring
153/2952,mixed
155/3587,mixed
153/2952,time
155/3587,time
153/2952,delays
155/3587,delays
153/2952,passivity
42/2969,passivity
153/2952,robust
42/2969,robust
153/2952,passivity
42/2969,passivity
153/2952,discrete
42/2969,discrete
153/2952,time
42/2969,time
153/2952,stochastic
42/2969,stochastic
153/2952,neural
42/2969,neural
153/2952,networks
42/2969,networks
153/2952,randomly
42/2969,randomly
153/2952,occurring
42/2969,occurring
153/2952,mixed
42/2969,mixed
153/2952,time
42/2969,time
153/2952,delays
42/2969,delays
27/6974,passivity
97/5229,passivity
27/6974,robust
97/5229,robust
27/6974,passivity
97/5229,passivity
27/6974,discrete
97/5229,discrete
27/6974,time
97/5229,time
27/6974,stochastic
97/5229,stochastic
27/6974,neural
97/5229,neural
27/6974,networks
97/5229,networks
27/6974,randomly
97/5229,randomly
27/6974,occurring
97/5229,occurring
27/6974,mixed
97/5229,mixed
27/6974,time
97/5229,time
27/6974,delays
97/5229,delays
27/6974,passivity
155/3587,passivity
27/6974,robust
155/3587,robust
27/6974,passivity
155/3587,passivity
27/6974,discrete
155/3587,discrete
27/6974,time
155/3587,time
27/6974,stochastic
155/3587,stochastic
27/6974,neural
155/3587,neural
27/6974,networks
155/3587,networks
27/6974,randomly
155/3587,randomly
27/6974,occurring
155/3587,occurring
27/6974,mixed
155/3587,mixed
27/6974,time
155/3587,time
27/6974,delays
155/3587,delays
27/6974,passivity
42/2969,passivity
27/6974,robust
42/2969,robust
27/6974,passivity
42/2969,passivity
27/6974,discrete
42/2969,discrete
27/6974,time
42/2969,time
